id,classification,categories,text
KA-02944,unclear,311-96,Public Improvement or Mechanic's Lien. Learn how to file a notice of lien against a contractor if you haven't been paid for labor or materials for a City government construction project.
KA-02945,informational,311-49,PUREsoil NYC. Learn about a program that provides high quality soil for neighborhood projects and helps protect against climate change.
KA-02946,unclear,311-56|311-57,Quit Smoking or Vaping. Get help to quit smoking or vaping.
KA-02947,informational,311-67|311-66|311-58,Pet Vaccination. Learn about vaccination for dogs and cats.
KA-02948,informational,311-80|311-81,Rain Garden. Learn about rain gardens that manage stormwater runoff from streets and sidewalks. Report a drainage or maintenance issue with a Rain Garden.
KA-02949,submittable,311-95,Range Hood or Micro Switch Inspection. Schedule an inspection of a range hood or micro switch.
KA-02950,informational,311-62|311-85|311-61,Real Property Transfer Tax. Learn about or get help filing the Real Property Transfer Tax.
KA-02951,informational,311-42|311-57|311-36,Recreation Centers. Find a recreation center and learn about activities and programs.
KA-02953,submittable,311-33,"Refund Policy Rules. Learn the rules that businesses are required to follow for refunds, exchanges, and returns."
KA-02954,informational,311-69|311-61,Residential Building Emergency Notices. Get information about a temporary notice with emergency information that must be posted by building owners in the common area of the building.
KA-02955,informational,311-95,Restaurant Inspection. Learn about restaurant inspection procedures.
KA-02956,unclear,311-95,Retail Store License. The City does not require a license to operate a retail store.
KA-02957,submittable,311-80|311-81,"Revocable Consent Application. Get permission to install and maintain a structure affecting the street or sidewalk, such as a stoop, cellar door, large planter, or accessibility lift."
KA-02958,submittable,311-33,Rigger Complaint. Make a complaint about a licensed rigger.
KA-02959,informational,311-53,Run for City Public Office. Find out how to run for public office in New York City.
KA-02960,unclear,311-61|311-60,Safe Construction for Tenants. Report that safe construction or Tenant Protection Plan (TPP) information is not posted or distributed to tenants.
KA-02961,submittable,311-23,Lifeline Program. Learn more about affordable phone and internet services through Lifeline.
KA-02962,informational,311-27|311-73,Same Sex Marriage. Learn about the Marriage Equality Act and getting married as a same-sex couple.
KA-02963,informational,311-50,Sanitation Salvage License Suspension. Gap service for former Sanitation Salvage customers has ended.
KA-02964,informational,311-63,Scaffold Safety Class. Find a certification class for scaffold safety.
KA-02965,submittable,311-95,Scale Inspection. Schedule an inspection of a scale used by retail stores or airports.
KA-02966,unclear,311-104|311-103,School Bullying. Report school bullying or get anti-bullying assistance.
KA-02967,informational,311-104,School Cell Phone Policy. Learn about cell phone rules for public schools.
KA-02968,submittable,311-103,School Construction. Get information or make a complaint about public school renovation or new construction projects.
KA-02969,submittable,311-104|311-103,School Crossing Guard Request. Request a crossing guard for a specific intersection near a school.
KA-02970,informational,311-103,School Curriculum. Learn about public school textbooks and instruction.
KA-02971,submittable,311-104|311-103,School Discipline or Suspension Complaint. Report a problem with how public school staff handled discipline or suspension.
KA-02972,informational,311-103,School Districts. Find a school district.
KA-02973,unclear,311-103,School Document Translation. Request a written translation or oral interpretation of a school or Department of Education document.
KA-02974,unclear,311-102,School Eligibility. Learn who can sign up for public school.
KA-02975,informational,311-102|311-26|311-103,Bilingual Education. Learn about public school programs for students who can't speak or write English well.
KA-02976,unclear,311-102,School Enrollment Application in Braille or Large Print. Get a public school enrollment application in braille or large print.
KA-02977,informational,311-102,School Finder. Get locations and contact information for NYC Public Schools.
KA-02978,informational,311-22|311-103,School Food. Learn about school meals and nutrition standards.
KA-02979,informational,311-56|311-104,School Immunization Requirements. Learn about the shots required for school and day care.
KA-02980,informational,311-103,School Internet Access. Learn about Internet access for public school students.
KA-02981,informational,311-106,"School Leadership Team (SLT). Learn about School Leadership Teams, who develop and support school-based educational policies."
KA-02982,informational,311-103,School Parent Associations. Learn about parent associations at public schools.
KA-02983,informational,311-103,School Parent Support (P311). Learn about the support hotline for parents of public school students.
KA-02984,informational,311-106,School Performance. Learn about the performance of a specific public school and the annual NYC School Survey.
KA-02985,submittable,311-104|311-68|311-103,School Safety Complaint. Report a fight or other safety issue at a public school.
KA-02986,unclear,311-33|311-103,School Shopping Tips. Get tips for smart back-to-school shopping.
KA-02987,informational,311-103,School Success Guide. Get a guide for families to help prepare public school students for the school year.
KA-02988,informational,311-103,School Testing. Learn about citywide and required exams for students.
KA-02989,unclear,311-102,School Transfer. Get help to move from one school to another.
KA-02990,informational,311-103,School Uniforms. Learn about public school uniforms.
KA-02991,informational,311-103,School Zones. Find the zoned school for an address.
KA-02992,informational,311-91,Seastreak Ferry. Learn about or report a problem with Seastreak Ferry.
KA-02993,informational,311-62|311-61|311-68|311-94|311-60,Security Survey. Get a free and confidential security survey for a home or business.
KA-02994,informational,311-96,Sell Goods to the City. Register to get notices of purchases the City is considering.
KA-02995,informational,311-37|311-39,September 11 Memorial and Museum. Learn about the 9/11 Memorial and Museum or schedule a visit to the Reflection Room.
KA-02996,informational,311-35|311-98,Serving Legal Papers. Learn about or get help with serving legal papers.
KA-02997,submittable,311-62|311-61|311-60,Sewage or Flood Clean-Up. Get cleaning and safety information for your home after a flood or sewage overflow.
KA-02998,informational,311-56,Sexual and Reproductive Health. Find a clinic offering sexual and reproductive health services.
KA-02999,informational,311-25|311-56|311-27,Sexual and Reproductive Justice. Learn about sexual and reproductive justice.
KA-03000,informational,311-56,"Sexually Transmitted Infection Test. Get information, testing, and referrals for treatment of sexually transmitted infections (STIs)."
KA-03003,informational,311-51|311-50|311-80,CleaNYC Sidewalk Cleaning. Learn about the CleaNYC program for major commercial areas.
KA-03004,submittable,311-80,Sidewalk Repair Protest. Report a problem with a sidewalk that the City repaired.
KA-03005,submittable,311-33,Sign Hanger Complaint. Make a complaint about a licensed sign hanger.
KA-03006,informational,311-35,"Small Claims Court for Disputes Up to $10,000. Learn about the court that handles disputes between individuals or corporations when the amount of the claim is $10,000 or less."
KA-03007,informational,311-33|311-58|311-60,Smoke Free Air Act. Learn about smoking rules in multiple dwellings. Request a waiver to the Smoke Free Air Act.
KA-03008,informational,311-57|311-62|311-61|311-60,Smoke-Free Housing. Learn about smoke-free buildings and how to create a smoke-free housing policy.
KA-03009,informational,311-58|311-61|311-60,Smoking Policy. Learn about the residential building smoking policy disclosure law.
KA-03010,informational,311-33|311-58|311-94,Sodium Warning Rules. Learn about the rules for chain food service establishments posting warnings about sodium content.
KA-03011,informational,311-102|311-103,Special Education. Find services for public school students with disabilities who are between the ages of 3 and 21.
KA-03012,informational,311-20|311-59|311-61,Special One-Time Assistance (SOTA) for Landlords. Get rent assistance information for landlords.
KA-03014,informational,311-57|311-36,Sports Field or Court Permit. Apply for a permit to reserve a field or court in a park.
KA-03015,unclear,311-36,Sprinklers. Get locations of water sprinkler areas in City parks.
KA-03016,informational,311-94,Start a Small Business. Learn about programs and services for starting a small business or non-profit organization.
KA-03017,informational,311-23,Starter Savings Account. Learn about an affordable bank account program at participating banks and credit unions.
KA-03018,submittable,311-35,State Court. Get information or make a complaint about State Court.
KA-03019,informational,311-47,Staten Island Bluebelt. Learn about the Staten Island Bluebelt maintenance and cleanup program.
KA-03020,informational,311-46|311-68|311-94,Stop Sexual Harassment Act (SSHA). Learn about anti-sexual harassment training in the workplace.
KA-03022,informational,311-81,Street Conditions Observation Unit Team (SCOUT). Learn about a team of inspectors who drive every New York City street once a month and report quality of life conditions for repair.
KA-03023,submittable,311-81,Street Design Manual. Get a manual providing guidelines and options available to improve safety and quality of life in City streets.
KA-03024,informational,311-81,Temporary Holiday Lighting. Register to install temporary holiday lighting attached to City street light poles.
KA-03025,informational,311-81,Street Naming. Learn about having a New York City street co-named.
KA-03026,informational,311-80|311-81,"Street or Sidewalk Utility Markings. Learn about pre-construction markings on a street or sidewalk that indicate underground utility company lines such as gas, electric, water, and cable."
KA-03027,submittable,311-81,Street Ownership. Get land use information about private streets.
KA-03028,informational,311-103,Student Attendance and Absence. Learn about student attendance requirements or report an absence.
KA-03029,informational,311-103,Student Educational Support. Learn about educational support services for students.
KA-03030,informational,311-103,Student Graduation Requirements. Learn about graduation requirements for public schools.
KA-03031,informational,311-21|311-103,Student in Temporary Housing. Learn about educational services for students who are homeless or in temporary housing.
KA-03032,submittable,311-103,Student Promotion. Learn how students advance to the next grade level.
KA-03033,unclear,311-76|311-103,School Records. Request student records and transcripts for a current or former public school student.
KA-03034,submittable,311-57,Summer Heat Health Tips. Learn how to cope with summer heat and conserve energy on the hottest days.
KA-03035,informational,311-42|311-102,Summer Rising. Learn about free summer programs for K-8 students in New York City.
KA-03036,informational,311-23|311-33,Supermarket Savings Guide. Learn about saving money at the supermarket.
KA-03037,informational,311-94,Swimming Pool Operation Technology Course. Learn about the training required to get a Pool Operator Certificate.
KA-03038,informational,311-57|311-36,Swimming Pools. Find a public swimming pool.
KA-03039,submittable,311-57|311-94,Tanning Health Risk Poster and Fact Sheet. Get health risk fact sheets and warning posters for indoor tanning establishments.
KA-03040,informational,311-94,Tattoo Artist Infection Control Course. Learn about the training required to get a Tattoo Artist License.
KA-03042,informational,311-90,Taxi and Limousine Commission's Website. Learn about the official website for taxi information.
KA-03043,informational,311-95,"Taxi Driver License. Apply for a license to drive a taxi, black car, limousine, ambulette, or commuter van."
KA-03044,submittable,311-95,Street Hail Livery Permit Appointment. Schedule an appointment for a TLC Street Hail Livery Permit.
KA-03046,informational,311-57|311-103,Teen Talk Toolkit. Get a toolkit on emotional health topics for teachers and staff at middle and high schools.
KA-03047,informational,311-80,Telecom Equipment. Learn about telecommunication boxes and antennas on street poles.
KA-03048,informational,311-33,Telemarketing Do Not Call Registration. Register to stop getting calls from telemarketers.
KA-03051,informational,311-33,Ten Things Every Consumer Should Know Pocket Guide. Learn about consumer rights.
KA-03052,informational,311-64|311-59,Tenant Interim Lease (TIL) Program. Get information or make a maintenance complaint about a Tenant Interim Lease Program (TIL) building.
KA-03053,informational,311-57|311-36,Tennis Permit. Apply for a permit to play on a public tennis court.
KA-03054,submittable,311-107|311-109|311-108,The Green Book. Get the official directory of the City of New York.
KA-03055,informational,311-37,"Theaters and Performing Arts Centers. Learn about places that hold dance, music, or theater performances."
KA-03056,submittable,311-21|311-20|311-59,Three Quarter Housing. Get help for residents in three quarter housing.
KA-03057,informational,311-57,"Ticks. Learn about ticks, which are small bugs that bite and suck blood from people and animals."
KA-03059,informational,311-33|311-110,Towing Guide. Learn about private towing services.
KA-03060,informational,311-81,Tractor-Trailer Parking Rules. Learn about the rules and fines for parking commercial vehicles on residential streets.
KA-03061,informational,311-95,Trade Waste License and Registration. Apply for a trade waste license and registration.
KA-03062,informational,311-92|311-113|311-81,Traffic Rules. Get a copy of New York City's traffic rules.
KA-03063,informational,311-92|311-114|311-81,"Traffic Safety. Learn about traffic safety rules, programs, and how to request safety improvements."
KA-03064,informational,311-95|311-115,Truck or Commercial Vehicle Permit. Apply for a Truck or Commercial Vehicle Permit.
KA-03065,informational,311-111|311-113|311-94,Truck Traffic Rules and Routes. Learn about truck routes and regulations from NYC Department of Transportation Traffic Rules.
KA-03066,submittable,311-56,Tuberculosis. Get screening or treatment for tuberculosis.
KA-03067,informational,311-83|311-94,Unincorporated Business Tax. Learn about the Unincorporated Business Tax (UBT).
KA-03068,informational,311-33|311-58|311-68,Unsafe Product. Learn about or report the sale of pesticides or other unsafe products.
KA-03069,unclear,311-66,Surrender a Pet. Learn what to do with a pet you can't keep.
KA-03070,informational,311-112|311-33,Used Car Guide. Get consumer information about shopping for secondhand vehicles.
KA-03071,informational,311-83|311-94,Utility Tax. Learn about taxes for utilities and vendors of utility services.
KA-03073,informational,311-77|311-114,Vehicle Accident Report. Get a copy of a Vehicle Accident/Police Crash Report.
KA-03074,informational,311-112|311-33,Vehicle Auction. Learn about surplus auto and seized vehicle auctions.
KA-03075,informational,311-83|311-94,Tax Clearance Certificate. Apply for a clearance certificate showing that you paid City taxes.
KA-03076,submittable,311-80,Telephone Pole or Wire Complaint. Report a problem with a telephone pole or wires.
KA-03077,informational,311-62|311-61|311-60,"Verizon Telephone, Internet, and Cable Service. Learn about or get help with Verizon telephone, internet, and cable service."
KA-03079,informational,311-56|311-30,Veteran Health Care. Learn about health care options for veterans.
KA-03080,informational,311-20|311-61|311-30,Veteran Housing Incentives for Landlords. Learn about or get help with the Veterans Housing Incentive program.
KA-03081,informational,311-114|311-68,VIN Etching. Learn about VIN etching at local police precincts.
KA-03082,submittable,311-38|311-39,"NYC Visitor Information. Get information for tourists and other visitors about New York City hotels, restaurants, attractions, and events."
KA-03083,informational,311-35|311-73,Vital Records Attorney Request. Learn about the rules for an attorney submitting a vital records request on behalf of a client.
KA-03084,informational,311-71|311-72|311-58,"Vital Records EVERS System. Get help for users of EVERS, the registration system of births and deaths in New York City, which is being replaced by eVital."
KA-03085,informational,311-82,Voluntary Disclosure of Taxes Owed and Compliance (VDCP). Learn about a program for taxpayers who owe taxes and want to file past due returns and pay outstanding tax amounts.
KA-03089,informational,311-62|311-61,3-Day or 10-Day Water Notice. Learn about a notice telling property owners to repair water pipes because a leak was detected.
KA-03090,informational,311-94|311-47,"Water Potability Certificate. Apply for a water potability certificate, which confirms that water is safe to drink."
KA-03091,informational,311-62|311-61|311-94,Water Service. Learn about having water service turned on or off for a residential or commercial property.
KA-03092,informational,311-94|311-47,Water Vessel for Shipping Hydrant Certificate. Apply for certification to unload water from a shipping hydrant for general use.
KA-03093,informational,311-95,Waterfront Permit. Apply for a permit for construction on waterfront properties under the jurisdiction of Small Business Services.
KA-03094,unclear,311-94,Wheelchair Friendly Decal. Get a decal that promotes that a food service establishment is accessible to wheelchairs.
KA-03096,informational,311-44|311-43|311-36|311-80|311-103,Wi-Fi. Learn about free public Wi-Fi and find places to connect to the Internet.
KA-03097,informational,311-62|311-61|311-60,Window Guard. Learn about window guards and preventing window falls.
KA-03098,unclear,311-69|311-58,"Winter Weather Safety. Learn how to stay warm, healthy, and safe during winter storms and extreme cold."
KA-03099,informational,311-44|311-23|311-25|311-35|311-56|311-94,"Women NYC. Learn about programs, resources, and support for women."
KA-03100,informational,311-56,"Health Services for Women. Get a mammogram, prenatal care, preventative care, or health screenings for women."
KA-03101,informational,311-46|311-69,Workers' Compensation. Learn about insurance that provides cash or medical care for workers who are injured or become ill as a result of their job.
KA-03102,informational,311-56|311-69,World Trade Center Health Program. Learn about the World Trade Center Health Program.
KA-03103,informational,311-25|311-45|311-27|311-58|311-68|311-103,Young Men's Initiative. Learn about programs and policies to address disparities that impact boys and men of color.
KA-03104,informational,311-36,Youth Baseball and Defibrillators (AEDs). Learn about Automated External Defibrillator (AED) and trained responder requirements for youth baseball leagues.
KA-03105,informational,311-46|311-45,Youth Employment Working Papers. Learn about the papers required for employees under age 18.
KA-03106,informational,311-25|311-56|311-21|311-27,"Youth Services and Counseling. Get resources for young people, troubled youth, and their families, including Community Connect and walk-in centers."
KA-03107,informational,311-45|311-94,"Youth Employment. Learn about employment programs for young people, including SYEP."
KA-03108,unclear,311-36,"Zoos and Aquariums. Get locations, hours, and contact information for zoos and aquariums."
KA-03109,submittable,311-107,"New York City Public Schools Feedback. Submit a complaint or compliment about public school teachers, principals, other NYCPS staff members, or the NYCPS Chancellor."
KA-03110,informational,311-37|311-25|311-70|311-26|311-36,IDNYC Documents Required to Apply. Get information about required documents to prove identity and New York City residency when applying for IDNYC.
KA-03111,informational,311-37|311-25|311-70|311-26|311-36,"IDNYC Complaints, Status, and Questions. Get information about IDNYC issues, status of an application, and their Mobile Enrollment Center."
KA-03112,unclear,311-62|311-61|311-68|311-80|311-60,Drug Use. Report illegal drug use.
KA-03113,informational,311-28|311-68,Adult Protective Services. Get help for an adult age 18 or older who has mental or physical disabilities or make a complaint about the Adult Protective Services program.
KA-03115,informational,311-23,"Cash Assistance. Learn about or report a problem with Cash Assistance, work requirements, and job center locations."
KA-03116,informational,311-78|311-109,Service Requests. Learn about Service Requests submitted through NYC311 to City Agencies.
KA-03117,informational,311-23|311-46,"Social Security. Apply for or report changes to a Social Security, Disability, or SSI benefit. Apply for, renew, replace, or update a Social Security card or number."
KA-03118,informational,311-25|311-40,"Child Care Financial Assistance. Apply for financial assistance to pay for child care, get an application status, find a child care program, or re-certify your benefits."
KA-03119,informational,311-62|311-28|311-85|311-61,Disabled Homeowners' Exemption (DHE) Renewal. Renew the Disabled Homeowners' Exemption.
KA-03120,informational,311-62|311-85|311-61,"Property Tax Exemption Assistance. Get help with SCHE, DHE, STAR, Veterans, Clergy, and Crime Victim homeowner exemptions."
KA-03121,informational,311-62|311-29|311-85|311-61,Senior Citizen Homeowners' Exemption (SCHE) Renewal. Renew the Senior Citizen Homeowners' Exemption.
KA-03122,informational,311-62|311-85|311-61|311-30,Veterans Property Tax Exemption. Apply for or get help with the Veterans Property Tax Exemption.
KA-03123,unclear,311-110,Towed Vehicle Reclaim from NYPD. Reclaim a vehicle towed or in the process of being towed by the New York Police Department.
KA-03124,unclear,311-110,Towed Vehicle Reclaim from Marshal or Sheriff. Reclaim a vehicle towed or in the process of being towed by a Marshal or Sheriff.
KA-03125,informational,311-64|311-62|311-74|311-85|311-61,"Property Value Appeal. Appeal the assessed value, tax class, or exemption listed on your Notice of Property Value (NOPV)."
KA-03126,informational,311-37|311-25|311-70|311-26|311-36,"IDNYC Card Corrections, Changes, and Lost Cards. Get help with updating IDNYC card information or replacing a lost or damaged card."
KA-03127,informational,311-93|311-92|311-91|311-78|311-26|311-115|311-111|311-113,"Department of Transportation Document Translation. Request a translation of DOT forms, guides, and other literature in a language not currently available."
KA-03128,informational,311-102,Family Welcome Centers. Find a Family Welcome Center for assistance with public school enrollment.
KA-03129,unclear,311-97,Bail Refund. Get cash bail refund information and assistance.
KA-03137,submittable,311-62|311-29|311-28|311-85|311-61|311-30,Department of Finance Public Events. Attend an event to apply for or renew Rent Freeze and property tax benefits or get help with property tax value and the lien sale.
KA-03138,informational,311-64|311-62|311-85|311-61,Property Market Value Review. Challenge the City's assessment of your property's market value on your Notice of Property Value (NOPV).
KA-03139,informational,311-64|311-62|311-74|311-85|311-61,Property or Vacant Land Description Update. Request a correction of the property or vacant land data on your Notice of Property Value (NOPV).
KA-03140,submittable,311-25,Voluntary Placement of a Child in Foster Care. Get help for parents who are unable to care for a child or teenager.
KA-03141,informational,311-25|311-102|311-40|311-103,3-K Enrollment. Learn about 3-K enrollment.
KA-03146,submittable,311-83|311-35|311-95|311-85|311-94,Power of Attorney for Department of Finance. Authorize someone else to represent you in business tax matters with the Department of Finance.
KA-03159,submittable,311-64|311-61|311-60,Child Proof Stove Knob Covers Complaint. Report that child proof stove knob covers are not provided to a tenant.
KA-03167,informational,311-24|311-55,Health Insurance Application Assistance. Get information about free in-person enrollment assistance to find a health insurance plan.
KA-03168,unclear,311-33|311-84,Earned Income Tax Credit (EITC). Learn how to claim the Earned Income Tax Credit.
KA-03169,informational,311-36|311-58,Invasive Plant Species. Learn about and report invasive plant species.
KA-03171,informational,311-33|311-35|311-29,Legal Assistance and Inquiries for Older Adults. Learn about legal service providers that provide free legal assistance specifically for seniors.
KA-03172,informational,311-21|311-20|311-59,CityFHEPS Rental Assistance. Learn about rental assistance for low-income families and individual adults who live in shelter or are at risk of becoming homeless.
KA-03174,informational,311-56|311-57,"Fentanyl Poster and Flyer. Order a poster, flyer, or postcard with information about Fentanyl and overdose prevention."
KA-03175,informational,311-56|311-57,Naloxone Poster. Order a poster of a person with their story of using Naloxone to save someone who was overdosing.
KA-03176,informational,311-57|311-94,Hookah Warning Signs. Order warning signs for permitted non-tobacco hookah establishments.
KA-03178,informational,311-25,Paternity Test. Get access to low-cost DNA testing provided by a state-certified lab to determine a child’s biological parents.
KA-03180,informational,311-113,Off-Hour Delivery Program. Learn about the program that encourages delivery of goods in specific neighborhoods between 7 PM and 6 AM.
KA-03181,unclear,311-23|311-89,Fair Fares NYC. Get general information about the Fair Fares NYC discount program for low-income New Yorkers.
KA-03182,submittable,311-23|311-89,Fair Fares NYC Complaint. Make a complaint about the Fair Fares NYC program or its employees.
KA-03183,submittable,311-23|311-89,"Manage Your Fair Fares NYC Discount. Report a Fair Fares NYC OMNY card or Fair Fares NYC MetroCard that is lost, stolen, damaged, expired, or not working."
KA-03184,informational,311-26,New York State DREAM Act. Learn about a new state law that allows more people to access state financial aid and get help with the application process.
KA-03185,informational,311-61|311-60,Gas Leak Notice. Learn about a notice that building owners must provide to advise tenants of procedures to follow when a gas leak is suspected.
KA-03187,informational,311-51|311-31,Community Cleanup Tool Loan Program. Get supplies and tools for neighborhood cleanup projects.
KA-03188,informational,311-62|311-85|311-61,Property Tax Payment Deferral. Request an agreement to defer property tax and interest payments for homeowners experiencing hardship.
KA-03189,submittable,311-56,Pharmacist Complaint. Report professional misconduct by a pharmacist.
KA-03190,informational,311-64|311-62|311-61|311-60,"Department of Buildings (DOB) After Hours Sessions. Small business and property owners, building managers, tenants and more can ask DOB questions about renovations, violations, permits, etc."
KA-03191,informational,311-90,Taxi and For-Hire Vehicle Congestion Surcharge. Learn about the congestion surcharge for taxis and for-hire vehicles.
KA-03192,informational,311-107,Civic Engagement Commission. Learn about the Civic Engagement Commission and the role they serve within the community.
KA-03196,informational,311-45,Cable Installation Training. Learn about a free training program that helps unemployed and underemployed New Yorkers access careers in low-voltage cabling.
KA-03198,informational,311-45|311-115,Commercial Driving Training. Learn about a free training program that helps unemployed New Yorkers start a new career in commercial driving.
KA-03201,informational,311-45,Nurse Licensing Exam Preparation for Immigrant Nurses. Learn about a free training program that helps immigrant nurses prepare for and pass the nurse licensing exam.
KA-03203,informational,311-45,NYC CoolRoofs Job Training and Placement. Learn about a program that provides training and pay to install cool roofs and low- or no-cost cool roof installation for eligible building owners.
KA-03205,informational,311-45,Theatrical Workforce Development Program. Learn about a free training program that prepares young adults ages 18 to 24 for careers as theater technicians.
KA-03206,submittable,311-35|311-110,Parking Ticket or Camera Violation Advocate. Get help if you've been unable to resolve a parking or camera violation issue through the normal process.
KA-03217,informational,311-68,"Animal Abuse Registry. Learn about the Animal Abuse Registry, including how NYC residents convicted of an animal abuse crime can register with the Abuse Registry."
KA-03218,informational,311-26,Immigration and Customs Enforcement (ICE) Raids. Learn about your rights as an immigrant and assistance in dealing with ICE.
KA-03221,informational,311-107,NYC311 Accounts. Learn how to sign up for an online account to create and track NYC311 Service Requests. Get help with an account issue.
KA-03224,informational,311-102|311-103,Specialized High Schools. Learn about high schools for students who excel academically or artistically.
KA-03227,informational,311-33|311-62|311-61|311-60,Broadcast Television Rescan. Learn about broadcast television channel rescan.
KA-03230,informational,311-56|311-27,"Know Your HIV Status Health Bulletin. Get the Stop HIV in NYC: Know Your HIV Status"" health bulletin."
KA-03232,informational,311-26,Public Charge Rule. Learn about possible immigration effects of using public benefits.
KA-03234,informational,311-57|311-36,Make NYC Your Gym Health Bulletin. Get a health bulletin which describes convenient ways to engage in low-cost fitness activities in New York City.
KA-03235,submittable,311-25|311-57,Social and Emotional Development Parent's Guide. Get age-specific pamphlets on social emotional development for parents and caregivers of children from ages 1 to 10 years old.
KA-03236,informational,311-25|311-57,"Your New Baby Brochure. Get a copy of the ""Your New Baby"" brochure."
KA-03237,unclear,311-25|311-57,Enjoy Your Baby Pamphlet. Get a pamphlet on social and emotional development for parents and caregivers of babies.
KA-03241,informational,311-57,Syringe Service Programs Guide. Get a palm card that explains what Syringe Service Programs (SSPs) are and lists the SSPs operating in New York City.
KA-03242,unclear,311-57,"Child Use of Prescription Painkillers or Heroin Brochure. Get a brochure about opioids, overdose, addiction and treatment for young people and adolescents experiencing opioid use disorder/addiction."
KA-03243,informational,311-57,K2 (Synthetic Cannabinoids). Learn about K2 and its health risks.
KA-03246,informational,311-45,First Course NYC. Learn about a paid apprenticeship program that provides participants with classroom and on-the-job training to become a line cook.
KA-03252,informational,311-53,Voter Registration. Register to vote or check your registration status.
KA-03254,informational,311-56,Find a Doctor. Get an appointment with a primary care physician.
KA-03264,informational,311-31,Coat Drive. Learn about the annual New York Cares Coat drive.
KA-03268,informational,311-33|311-94,Store Air Conditioning Law. Learn about the required sign for air conditioning complaints that chain stores must post.
KA-03273,informational,311-21|311-31,Homeless Outreach Population Estimate (HOPE). Volunteer to survey New Yorkers experiencing unsheltered homelessness.
KA-03275,informational,311-64|311-62|311-85|311-61,Storefront Registration. Learn about annual registration for property owners of ground floor or second floor commercial spaces.
KA-03277,informational,311-29,Home Repair Assistance for Seniors. Learn about free home repair for a low-income or moderate-income senior age 60 and older.
KA-03279,informational,311-62|311-61,Multifamily Building Capital Improvement Loans. Learn about loans for moderate or substantial rehabilitation of multifamily (3 units or larger) rental buildings.
KA-03280,submittable,311-33,Tax Preparation Business Tips. Get consumer information and know your rights when hiring a tax preparer.
KA-03281,informational,311-82|311-31,Volunteer to Prepare Taxes. Help New Yorkers complete their tax returns and claim tax credits.
KA-03288,informational,311-56|311-58,"Coronavirus (COVID-19). Learn about symptoms, prevention, and health guidance for COVID-19."
KA-03291,submittable,311-60,Building Not Registered Complaint. Report an unregistered 1-2 family home that is not occupied by the owner or owner's family.
KA-03292,submittable,311-33|311-56,Dentist Complaint. Report professional misconduct by a dentist.
KA-03296,informational,311-61|311-60,Rent Increases. Learn about rent increases for rent regulated or stabilized apartments and lofts.
KA-03302,submittable,311-33,Cash Payment Refusal. Report a store that doesn't accept cash as a form of payment.
KA-03304,informational,311-22,"Food Resources. Get free food, including groceries and meals."
KA-03307,informational,311-21|311-20|311-59|311-61,"Home Support Unit. Learn about how landlords, brokers, and property managers can lease qualified vacant apartments to New Yorkers eligible for rental assistance."
KA-03309,submittable,311-68,911 Information. Learn how to text with 911 and send them a file attachment related to an emergency.
KA-03316,informational,311-89|311-81,Better Buses Program. Learn about the City's plan to improve bus service by adding bus lanes and busways.
KA-03317,informational,311-56|311-24|311-55|311-58,NYC Care. Learn about health care services for New Yorkers who cannot afford insurance or are not eligible for it.
KA-03318,informational,311-58,Health Survey 50. Learn about the City's Health Survey 50.
KA-03321,submittable,311-33|311-80|311-81,Outdoor Dining Complaint. Report a problem with an outdoor dining structure or a restaurant or bar offering outdoor dining without authorization.
KA-03322,informational,311-56|311-58,Coronavirus (COVID-19) Testing. Get a COVID-19 test.
KA-03323,informational,311-69|311-58,"Cool It! NYC. Find places near you outdoors to hydrate, refresh, and stay in the shade."
KA-03327,informational,311-36|311-81,"Open Streets. Learn about the program that transforms streets into open public space for pedestrians, cyclists, and school activities."
KA-03328,informational,311-25|311-68,Cure Violence Program. Learn about how to identify and reduce the spread of violence.
KA-03333,submittable,311-45,"Career Discovery NYC. Website for New Yorkers to learn about specific careers, in specific industries, and the necessary skills needed to be hired in those jobs."
KA-03336,informational,311-35|311-12,"Mediating Establishment and Neighbor Disputes (MEND) NYC. Free mediation service dedicated to resolving quality of life disputes between restaurants, bars, and nightlife establishments and their neighbors."
KA-03347,informational,311-69,East Side Coastal Resiliency Project. Learn about the East Side Coastal Resiliency Project.
KA-03350,submittable,311-40|311-81|311-103,"Outdoor Learning. Learn how schools and day care centers can use City streets, play yards, and parks for classes."
KA-03353,informational,311-63|311-64|311-95,Gas Piping System Inspection Certification. Learn about gas piping system inspection certification and Local Law 152 of 2016.
KA-03354,informational,311-95,Food Cart Vendor License. Apply for or renew a license to sell food from a pushcart or truck year-round.
KA-03357,emergency,311-69|311-68,Wellness Check. Call 911 to request a wellness check for someone you haven't been able to contact.
KA-03358,unclear,311-46|311-94,Employee Ownership NYC. Learn how to transition a business to employee ownership.
KA-03360,unclear,311-56|311-58,Coronavirus (COVID-19) Vaccine. Get the COVID-19 vaccine.
KA-03365,informational,311-64|311-62,Zombie Homes Initiative. Learn about HPD's Zombie Homes Initiative that works to address problems of neglected or deteriorated vacant and abandoned small homes.
KA-03366,informational,311-69,"Partners in Preparedness. Learn about support available for organizations to prepare their employees, services, and facilities for emergencies."
KA-03372,informational,311-90,"Car Services. Learn about car service operations, fares, and rules in New York City."
KA-03375,informational,311-62|311-61|311-68|311-80,Cannabis Legalization. Learn about legislation regarding the use of cannabis (marijuana) for adults in New York State.
